tweet_yyyymmdd,sentiment
2021-02-05,0.06585365853658537
2021-02-06,0.06486486486486487
2021-02-07,0.1816522136010954
2021-02-08,-0.0963718820861678
2021-02-09,0.002456248081056187
2021-02-10,0.03618421052631579
2021-02-13,0.04370939161252215
2021-02-14,-0.20107833809070727
2021-02-15,-0.3500542299349241
2021-02-18,0.02461139896373057
2021-02-19,-0.033511269276393835
2021-02-22,-0.056931608133086876
2021-02-28,-0.03742880390561432
2021-03-11,-0.07518796992481203
2021-03-12,0.04976744186046512
2021-04-05,0.018972332015810278
2021-04-06,0.12258687258687259
2021-04-07,0.16720516962843296
2021-04-08,0.14901960784313725
2021-04-09,0.19116909182137481
2021-04-10,0.08336657359393698
2021-04-11,0.09160892994611239
2021-04-12,0.07825295723384895
2021-04-17,0.14583333333333334
2021-04-18,-0.002923026956804157
2021-04-19,0.1265323992994746
2021-04-20,0.11522462562396006
2021-04-21,0.14552069122328332
2021-04-22,0.1260473588342441
2021-04-23,0.07324023938444
2021-04-24,0.10448430493273543
2021-05-25,0.14218289085545724
2021-05-26,0.1477312697854379
2021-05-27,0.1574367088607595
2021-05-28,0.11382113821138211
2021-05-29,0.15067989709665564
2021-06-20,0.16015336970948238
2021-06-21,0.13236862147753237
2021-06-22,0.07395480692483418
2021-06-23,0.1317308129231608
2021-07-02,0.21444884287454324
2021-07-03,0.17117024024799793
2021-07-04,0.16690093503636252
2021-07-05,0.17989641686925273
2021-07-16,0.27697841726618705
2021-07-17,0.16261796574624257
2021-07-18,0.2592899639130011
2021-07-19,0.16004499437570305
2021-07-20,0.09153994431355751
2021-07-21,0.1268661560431001
2021-07-22,0.18055911772249295
2021-07-23,0.2215723378634096
2021-07-24,0.09294417682062907
2021-07-25,-0.022512965582272514
2021-07-26,-0.34662921348314607
2021-07-27,0.05271925526702597
2021-07-28,-0.032517542358377546
2021-07-29,0.02912236677012481
2021-07-30,0.06800345721694036
2021-08-04,0.026851098454027666
2021-08-05,-0.012243509806144429
2021-08-06,0.011799660441426146
2021-08-07,0.0026465798045602605
2021-08-08,0.11875475780279658
2021-08-09,0.1645533886941589
2021-08-14,0.2679479932165065
2021-08-15,0.12939981451221128
2021-08-16,0.11876068554272132
2021-08-17,0.1682600382409178
2021-08-18,0.14224152556750705
2021-08-19,0.10328600732011423
2021-08-20,0.08508700930797249
2021-08-21,0.15608009547805332
2021-08-23,0.16380902136639408
2021-08-24,0.14789667143148866
2021-08-25,0.15047259969104287
2021-08-26,0.14829064155782795
2021-09-10,0.17305976806422838
2021-10-18,0.15189801051909443
2021-10-19,0.05581041286884753
2021-10-20,-0.14068642273964319
2021-10-21,0.026158961169311837
2021-10-22,0.09728740943991143
2021-10-23,0.11702592729596126
2021-10-27,0.08318088268922937
2021-10-28,0.13230209929785794
2021-10-29,0.1574392458370359
2021-11-04,0.16034738402880747
2021-11-05,0.1752035212090523
2021-11-06,0.12277303278447947
2021-11-11,0.1259757738896366
2021-11-12,0.16913383692964332
2021-11-18,0.0006778935350363922
2021-11-19,0.0760422346701036
2021-11-24,0.13752665245202558
2021-11-25,0.21918241202500527
2021-11-26,0.052371652412059176
2021-12-11,0.07846120408606824
2021-12-17,0.14242676751490288
2021-12-29,0.011825572801182557
2021-12-30,0.0689544751027379
2022-01-11,0.12577673023355473
2022-01-12,0.157657259134743
2022-01-13,0.13189522342064716
2022-01-14,0.14608778214146995
2022-01-19,-0.0011198208286674132
2022-01-20,0.03130059363194819
2022-01-21,-0.06839782756279701
2022-01-22,0.07362550326711108
2022-02-09,0.17442195145351627
2022-02-14,0.09663564781675017
2022-02-15,0.06025845796428053
2022-02-16,0.06919894697254607
2022-02-17,0.031768644490348316
2022-02-18,0.08978643033560947
2022-03-02,0.1429483088704531
2022-03-06,0.07370517928286853
2022-03-07,0.08147556873253892
2022-03-08,0.049562010142923
2022-03-09,0.07030796048808832
2022-03-10,0.0963677734704197
2022-03-14,0.046251993620414676
2022-03-15,0.12281222189261347
2022-03-16,0.1348946553981669
2022-03-17,0.12852233676975944
2022-03-18,0.06558987901492354
